0.000000,1023,0,
0.001000,1405,191,
0.002000,2323,650,
0.003000,2249,613,
0.004000,3825,1401,
0.005000,7027,3002,
0.006000,8067,3522,
0.007000,9673,4327,
0.008000,4285,1631,
0.009000,10731,4854,
0.010000,6449,2713,
0.011000,7001,2989,
0.012000,7231,3104,
0.013000,13079,6028,
0.014000,13881,6429,
0.015000,22601,10789,
0.016000,14223,6600,
0.017000,13443,6210,
0.018000,24309,11643,
0.019000,21017,9997,
0.020000,30479,14728,
0.021000,28937,13957,
0.022000,30767,14874,
0.023000,20897,9937,
0.024000,34801,16889,
0.025000,29735,14358,
0.026000,25605,12291,
0.027000,27695,13336,
0.028000,27085,13031,
0.029000,36271,17624,
0.030000,32987,15983,
0.031000,30969,14973,
0.032000,26709,12845,
0.033000,39435,19206,
0.034000,29455,14218,
0.035000,39317,19147,
0.036000,34875,16926,
0.037000,46341,22661,
0.038000,47477,23227,
0.039000,31259,15118,
0.040000,37561,18269,
0.041000,55165,27071,
0.042000,43703,21340,
0.043000,47533,23255,
0.044000,43263,21122,
0.045000,43803,21390,
0.046000,41613,20295,
0.047000,49335,24156,
0.048000,74163,36570,
0.049000,55783,27380,
0.050000,48679,23830,
0.051000,55057,27017,
0.052000,50125,24551,
0.053000,63625,31303,
0.054000,54735,26858,
0.055000,44599,21790,
0.056000,56557,27769,
0.057000,45803,22390,
0.058000,55717,27348,
0.059000,59233,29105,
0.060000,56181,27579,
0.061000,59179,29078,
0.062000,76815,37896,
0.063000,54175,26576,
0.064000,61521,30249,
0.065000,61809,30393,
0.066000,74185,36581,
0.067000,69979,34480,
0.068000,71501,35239,
0.069000,73057,36017,
0.070000,79263,39122,
0.071000,64821,31901,
0.072000,88781,43880,
0.073000,64517,31751,
0.074000,72447,35712,
0.075000,85629,42304,
0.076000,75395,37186,
0.077000,84455,41716,
0.078000,69891,34434,
0.079000,88729,43853,
0.080000,80555,39766,
0.081000,74195,36586,
0.082000,100059,49519,
0.083000,86561,42769,
0.084000,92899,45940,
0.085000,76307,37644,
0.086000,88651,43814,
0.087000,84475,41728,
0.088000,99843,49412,
0.089000,80773,39879,
0.090000,91201,45091,
0.091000,91477,45227,
0.092000,93325,46151,
0.093000,98259,48622,
0.094000,93563,46270,
0.095000,100881,49931,
0.096000,92293,45635,
0.097000,90299,44638,
0.098000,88627,43802,
0.099000,88773,43877,
0.100000,92657,45819,
0.101000,97315,48146,
0.102000,91047,45012,
0.103000,86141,42559,
0.104000,94807,46892,
0.105000,113813,56399,
0.106000,117031,58007,
0.107000,100573,49777,
0.108000,108627,53804,
0.109000,102789,50883,
0.110000,96899,47942,
0.111000,102229,50606,
0.112000,125319,62149,
0.113000,130273,64629,
0.114000,100943,49962,
0.115000,91051,45014,
0.116000,107573,53277,
0.117000,100353,49668,
0.118000,121087,60035,
0.119000,102875,50926,
0.120000,111011,54994,
0.121000,125805,62391,
0.122000,117785,58381,
0.123000,118099,58540,
0.124000,113539,56259,
0.125000,117309,58145,
0.126000,116433,57707,
0.127000,114491,56734,
0.128000,129985,64482,
0.129000,124929,61953,
0.130000,115343,57162,
0.131000,142965,70974,
0.132000,133901,66439,
0.133000,113331,56154,
0.134000,111529,55256,
0.135000,160221,79601,
0.136000,115835,57407,
0.137000,124033,61508,
0.138000,115423,57200,
0.139000,113807,56393,
0.140000,124199,61589,
0.141000,150681,74835,
0.142000,119115,59048,
0.143000,127251,63114,
0.144000,131283,65132,
0.145000,139561,69273,
0.146000,131107,65044,
0.147000,128675,63828,
0.148000,137051,68019,
0.149000,148367,73672,
0.150000,132935,65956,
0.151000,147009,72998,
0.152000,123779,61378,
0.153000,140263,69626,
0.154000,168659,83819,
0.155000,137259,68120,
0.156000,120581,59779,
0.157000,148937,73958,
0.158000,157673,78328,
0.159000,125903,62441,
0.160000,120969,59973,
0.161000,143581,71279,
0.162000,151535,75258,
0.163000,157945,78463,
0.164000,138811,68900,
0.165000,145899,72445,
0.166000,155889,77435,
0.167000,141699,70340,
0.168000,168083,83531,
0.169000,133251,66117,
0.170000,154429,76704,
0.171000,153745,76362,
0.172000,144351,71668,
0.173000,144729,71853,
0.174000,160701,79839,
0.175000,164719,81850,
0.176000,134717,66851,
0.177000,175191,87086,
0.178000,150251,74616,
0.179000,166861,82919,
0.180000,138401,68691,
0.181000,171927,85454,
0.182000,156937,77959,
0.183000,164841,81909,
0.184000,168201,83591,
0.185000,180885,89931,
0.186000,148335,73658,
0.187000,169511,84253,
0.188000,174217,86599,
0.189000,149409,74193,
0.190000,177693,88338,
0.191000,161359,80175,
0.192000,178141,88561,
0.193000,150513,74747,
0.194000,185449,92216,
0.195000,173895,86440,
0.196000,141743,70364,
0.197000,171949,85463,
0.198000,162233,80610,
0.199000,180091,89537,
0.200000,177553,88265,
0.201000,170229,84604,
0.202000,160351,79666,
0.203000,186173,92575,
0.204000,167405,83191,
0.205000,176355,87667,
0.206000,171739,85359,
0.207000,195797,97388,
0.208000,149775,74377,
0.209000,178347,88666,
0.210000,164531,81758,
0.211000,182117,90549,
0.212000,182419,90699,
0.213000,176899,87940,
0.214000,182083,90535,
0.215000,183167,91073,
0.216000,190967,94978,
0.217000,175103,87040,
0.218000,189099,94040,
0.219000,171807,85396,
0.220000,157823,78404,
0.221000,201869,100426,
0.222000,212525,105751,
0.223000,229579,114283,
0.224000,181813,90396,
0.225000,223359,111170,
0.226000,196259,97622,
0.227000,194721,96855,
0.228000,218137,108558,
0.229000,219695,109338,
0.230000,186579,92778,
0.231000,187933,93457,
0.232000,185675,92327,
0.233000,182589,90786,
0.234000,211923,105450,
0.235000,222857,110922,
0.236000,202599,100788,
0.237000,198911,98946,
0.238000,209089,104033,
0.239000,205159,102075,
0.240000,189099,94039,
0.241000,193157,96072,
0.242000,190877,94927,
0.243000,204061,101521,
0.244000,201827,100404,
0.245000,179989,89485,
0.246000,198441,98713,
0.247000,207179,103082,
0.248000,233037,116008,
0.249000,216465,107721,
0.250000,226279,112631,
0.251000,177533,88260,
0.252000,185493,92237,
0.253000,201791,100387,
0.254000,215577,107281,
0.255000,204871,101926,
0.256000,211497,105237,
0.257000,190195,94591,
0.258000,208187,103586,
0.259000,201617,100298,
0.260000,260115,129547,
0.261000,215677,107328,
0.262000,249667,124322,
0.263000,205869,102425,
0.264000,228223,113602,
0.265000,214857,106918,
0.266000,216677,107830,
0.267000,229889,114436,
0.268000,264547,131766,
0.269000,252411,125698,
0.270000,233361,116172,
0.271000,215889,107435,
0.272000,209705,104346,
0.273000,214239,106610,
0.274000,245375,122180,
0.275000,236451,117716,
0.276000,211109,105048,
0.277000,202633,100807,
0.278000,235177,117079,
0.279000,241803,120394,
0.280000,244149,121566,
0.281000,210845,104914,
0.282000,249711,124344,
0.283000,227697,113340,
0.284000,212811,105897,
0.285000,244283,121631,
0.286000,239045,119014,
0.287000,238107,118545,
0.288000,232875,115930,
0.289000,219701,109342,
0.290000,235465,117222,
0.291000,260173,129579,
0.292000,240703,119848,
0.293000,246109,122546,
0.294000,253303,126142,
0.295000,231529,115255,
0.296000,231821,115401,
0.297000,232993,115987,
0.298000,260859,129922,
0.299000,240215,119601,
0.300000,235513,117246,
0.301000,257491,128237,
0.302000,248827,123906,
0.303000,249813,124399,
0.304000,240323,119651,
0.305000,248543,123762,
0.306000,257795,128390,
0.307000,270035,134510,
0.308000,237557,118270,
0.309000,252097,125538,
0.310000,270451,134716,
0.311000,256103,127542,
0.312000,239629,119303,
0.313000,236803,117892,
0.314000,237581,118285,
0.315000,255297,127140,
0.316000,272751,135866,
0.317000,249675,124326,
0.318000,237457,118219,
0.319000,242767,120878,
0.320000,265501,132243,
0.321000,265347,132168,
0.322000,246701,122846,
0.323000,240459,119721,
0.324000,236803,117895,
0.325000,265199,132093,
0.326000,252253,125621,
0.327000,231999,115495,
0.328000,278915,138950,
0.329000,285201,142090,
0.330000,264725,131858,
0.331000,269337,134161,
0.332000,262247,130617,
0.333000,276019,137502,
0.334000,265067,132025,
0.335000,271833,135407,
0.336000,233389,116187,
0.337000,282985,140984,
0.338000,254869,126925,
0.339000,251929,125456,
0.340000,268119,133551,
0.341000,256049,127519,
0.342000,269021,134001,
0.343000,260537,129759,
0.344000,279521,139252,
0.345000,249683,124334,
0.346000,265317,132152,
0.347000,243313,121147,
0.348000,263659,131320,
0.349000,253479,126231,
0.350000,271207,135092,
0.351000,282051,140522,
0.352000,287981,143482,
0.353000,300621,149803,
0.354000,260203,129593,
0.355000,276523,137756,
0.356000,270859,134920,
0.357000,265187,132087,
0.358000,292629,145806,
0.359000,280949,139967,
0.360000,279925,139457,
0.361000,290485,144734,
0.362000,288175,143579,
0.363000,310039,154515,
0.364000,286069,142525,
0.365000,282135,140558,
0.366000,305501,152239,
0.367000,275455,137219,
0.368000,285233,142105,
0.369000,267157,133073,
0.370000,287591,143288,
0.371000,289833,144409,
0.372000,292275,145628,
0.373000,284123,141552,
0.374000,300639,149816,
0.375000,253943,126465,
0.376000,265815,132397,
0.377000,298445,148717,
0.378000,272367,135682,
0.379000,318121,158554,
0.380000,278775,138879,
0.381000,280621,139800,
0.382000,273107,136044,
0.383000,288159,143572,
0.384000,294209,146595,
0.385000,289177,144082,
0.386000,300855,149924,
0.387000,251091,125037,
0.388000,308213,153596,
0.389000,286709,142847,
0.390000,286553,142769,
0.391000,291211,145100,
0.392000,314259,156619,
0.393000,287265,143124,
0.394000,294805,146894,
0.395000,308875,153930,
0.396000,300523,149754,
0.397000,290909,144950,
0.398000,287221,143102,
0.399000,303123,151055,
0.400000,304811,151896,
0.401000,302459,150723,
0.402000,287461,143223,
0.403000,301625,150307,
0.404000,304707,151846,
0.405000,276877,137934,
0.406000,313423,156203,
0.407000,298913,148945,
0.408000,291301,145144,
0.409000,298155,148570,
0.410000,307259,153124,
0.411000,315827,157403,
0.412000,310737,154857,
0.413000,274207,136592,
0.414000,308763,153875,
0.415000,309727,154353,
0.416000,325237,162112,
0.417000,310391,154689,
0.418000,316917,157951,
0.419000,318067,158525,
0.420000,303799,151392,
0.421000,308211,153596,
0.422000,334427,166706,
0.423000,306337,152661,
0.424000,308785,153886,
0.425000,300739,149861,
0.426000,306437,152708,
0.427000,300797,149894,
0.428000,315061,157020,
0.429000,305547,152264,
0.430000,333251,166118,
0.431000,318151,158567,
0.432000,310407,154695,
0.433000,314785,156885,
0.434000,328255,163622,
0.435000,315121,157053,
0.436000,322237,160608,
0.437000,304145,151569,
0.438000,327591,163288,
0.439000,343269,171123,
0.440000,329231,164105,
0.441000,293487,146237,
0.442000,303649,151317,
0.443000,337605,168294,
0.444000,306139,152559,
0.445000,338231,168606,
0.446000,334603,166793,
0.447000,304555,151769,
0.448000,300689,149838,
0.449000,311331,155160,
0.450000,313475,156231,
0.451000,317507,158243,
0.452000,336479,167732,
0.453000,349011,173996,
0.454000,333739,166365,
0.455000,336325,167654,
0.456000,332061,165523,
0.457000,318697,158843,
0.458000,316443,157714,
0.459000,296303,147646,
0.460000,340265,169625,
0.461000,346051,172515,
0.462000,347045,173016,
0.463000,327249,163117,
0.464000,324353,161668,
0.465000,326379,162682,
0.466000,349211,174102,
0.467000,313701,156342,
0.468000,355553,177269,
0.469000,338211,168601,
0.470000,334999,166991,
0.471000,322553,160765,
0.472000,315043,157014,
0.473000,319579,159281,
0.474000,327621,163303,
0.475000,347899,173439,
0.476000,332407,165694,
0.477000,341605,170296,
0.478000,357013,177996,
0.479000,340259,169621,
0.480000,358517,178751,
0.481000,356817,177904,
0.482000,347143,173061,
0.483000,331001,164995,
0.484000,353925,176454,
0.485000,346421,172702,
0.486000,357665,178329,
0.487000,356809,177900,
0.488000,322339,160665,
0.489000,353139,176064,
0.490000,360553,179769,
0.491000,371535,185260,
0.492000,365477,182238,
0.493000,353527,176258,
0.494000,349429,174206,
0.495000,352349,175669,
0.496000,339375,169185,
0.497000,347349,173172,
0.498000,333919,166453,
0.499000,343007,170997,
0.500000,317389,158187,
0.501000,370097,184540,
0.502000,348545,173768,
0.503000,354891,176939,
0.504000,360111,179546,
0.505000,329857,164420,
0.506000,368681,183831,
0.507000,349355,174172,
0.508000,328113,163550,
0.509000,353573,176277,
0.510000,386487,192739,
0.511000,357195,178092,
0.512000,364519,181753,
0.513000,381807,190394,
0.514000,345265,172123,
0.515000,352509,175748,
0.516000,363679,181331,
0.517000,343465,171221,
0.518000,379325,189158,
0.519000,349617,174298,
0.520000,353061,176023,
0.521000,346719,172852,
0.522000,362721,180852,
0.523000,363627,181307,
0.524000,358215,178605,
0.525000,355637,177310,
0.526000,370577,184782,
0.527000,361719,180354,
0.528000,378675,188833,
0.529000,367335,183159,
0.530000,379309,189148,
0.531000,361725,180355,
0.532000,385727,192360,
0.533000,367803,183398,
0.534000,360541,179766,
0.535000,326199,162590,
0.536000,371135,185061,
0.537000,378817,188903,
0.538000,370477,184730,
0.539000,365727,182356,
0.540000,344389,171686,
0.541000,377923,188454,
0.542000,359301,179145,
0.543000,346435,172708,
0.544000,356369,177678,
0.545000,356917,177949,
0.546000,354451,176723,
0.547000,395119,197054,
0.548000,386023,192502,
0.549000,362441,180713,
0.550000,410377,204681,
0.551000,375769,187381,
0.552000,378671,188828,
0.553000,368209,183600,
0.554000,362581,180787,
0.555000,369957,184474,
0.556000,375941,187465,
0.557000,386273,192629,
0.558000,395361,197178,
0.559000,381469,190228,
0.560000,367649,183314,
0.561000,379993,189487,
0.562000,370213,184599,
0.563000,380725,189855,
0.564000,384163,191573,
0.565000,399415,199203,
0.566000,374887,186938,
0.567000,379599,189293,
0.568000,385501,192244,
0.569000,378509,188750,
0.570000,379451,189221,
0.571000,384697,191845,
0.572000,374937,186962,
0.573000,391411,195200,
0.574000,392335,195663,
0.575000,377561,188272,
0.576000,380877,189936,
0.577000,348099,173541,
0.578000,368799,183895,
0.579000,402333,200662,
0.580000,379403,189191,
0.581000,378157,188569,
0.582000,404687,201837,
0.583000,398489,198741,
0.584000,395359,197171,
0.585000,373299,186145,
0.586000,413309,206149,
0.587000,391703,195344,
0.588000,410583,204784,
0.589000,398227,198607,
0.590000,379431,189208,
0.591000,388431,193709,
0.592000,416327,207656,
0.593000,392691,195837,
0.594000,397241,198112,
0.595000,382689,190834,
0.596000,383887,191441,
0.597000,395207,197096,
0.598000,407173,203079,
0.599000,395759,197376,
0.600000,387387,193191,
0.601000,380011,189496,
0.602000,385313,192150,
0.603000,392291,195640,
0.604000,406931,202960,
0.605000,411665,205325,
0.606000,401837,200412,
0.607000,411513,205250,
0.608000,398233,198610,
0.609000,383825,191405,
0.610000,398347,198667,
0.611000,401595,200289,
0.612000,412549,205771,
0.613000,415823,207404,
0.614000,380539,189760,
0.615000,412103,205545,
0.616000,402071,200526,
0.617000,383187,191087,
0.618000,429941,214466,
0.619000,394877,196930,
0.620000,405469,202230,
0.621000,417951,208472,
0.622000,410511,204750,
0.623000,405303,202144,
0.624000,399949,199468,
0.625000,379097,189043,
0.626000,428223,213604,
0.627000,401981,200485,
0.628000,409437,204211,
0.629000,406693,202839,
0.630000,416933,207957,
0.631000,415329,207158,
0.632000,393863,196426,
0.633000,382931,190955,
0.634000,413973,206479,
0.635000,409691,204343,
0.636000,419315,209153,
0.637000,373707,186345,
0.638000,418777,208878,
0.639000,404995,201993,
0.640000,402789,200889,
0.641000,397943,198465,
0.642000,414811,206896,
0.643000,417867,208429,
0.644000,422557,210776,
0.645000,408673,203828,
0.646000,404831,201907,
0.647000,431783,215386,
0.648000,393731,196356,
0.649000,428051,213519,
0.650000,399751,199373,
0.651000,425413,212202,
0.652000,393439,196212,
0.653000,404855,201922,
0.654000,441097,220043,
0.655000,425047,212015,
0.656000,398757,198871,
0.657000,431479,215232,
