1,1573,275
2,2523,750
3,6197,2587
4,7227,3102
5,8745,3861
6,9055,4016
7,9425,4201
8,10355,4666
9,16601,7789
10,11527,5252
11,19645,9311
12,22719,10848
13,19205,9091
14,19071,9024
15,25329,12153
16,21295,10136
17,23153,11065
18,22727,10852
19,36373,17675
20,18347,8662
21,25145,12061
22,26643,12810
23,29617,14297
24,26473,12725
25,36621,17799
26,35499,17238
27,32113,15545
28,42723,20850
29,38097,18537
30,43871,21424
31,53173,26075
32,33715,16346
33,39473,19225
34,45203,22090
35,56225,27601
36,40631,19804
37,47685,23331
38,54871,26924
39,56661,27819
40,46907,22942
41,53837,26407
42,40355,19666
43,59493,29235
44,69071,34024
45,47183,23080
46,55503,27242
47,50773,24875
48,66263,32620
49,66877,32927
50,76847,37912
51,70357,34667
52,61779,30378
53,67169,33073
54,77867,38422
55,66625,32801
56,62559,30768
57,76577,37777
58,75019,36998
59,72813,35895
60,69475,34226
61,71529,35253
62,81367,40172
63,95581,47279
64,74679,36828
65,69433,34205
66,76627,37802
67,92605,45791
68,74149,36563
69,88749,43863
70,75355,37168
71,91059,45018
72,91207,45092
73,90461,44719
74,91847,45412
75,88701,43839
76,104783,51880
77,90841,44911
78,104815,51896
79,101713,50345
80,94963,46970
81,99099,49038
82,103111,51044
83,110721,54849
84,96487,47732
85,103817,51397
86,105303,52140
87,107197,53087
88,122279,60628
89,108929,53953
90,105887,52432
91,104681,51831
92,112211,55594
93,115945,57463
94,125259,62120
95,123197,61087
96,115895,57436
97,101309,50143
98,139911,69444
99,114549,56765
100,125239,62108
101,125081,62029
102,132667,65824
103,125877,62427
104,123183,61082
105,113629,56303
106,112583,55780
107,116449,57713
108,126855,62916
109,139977,69477
110,141059,70018
111,132605,65791
112,120419,59698
113,114965,56971
114,125339,62158
115,135929,67453
116,144205,71591
117,124243,61610
118,140323,69650
119,126887,62932
120,133001,65991
121,140637,69807
122,155617,77300
123,152137,75557
124,142197,70589
125,145409,72193
126,152493,75735
127,139655,69316
128,169071,84024
129,147451,73217
130,160431,79704
131,148955,73969
132,153943,76460
133,146613,72797
134,155119,77048
135,156605,77793
136,163123,81050
137,146661,72819
138,148695,73836
139,155727,77354
140,182051,90516
141,129621,64299
142,173715,86350
143,142685,70831
144,182475,90728
145,167497,83237
146,144559,71768
147,149729,74353
148,142879,70928
149,170647,84814
150,184411,91696
151,144353,71665
152,160779,79878
153,163499,81238
154,171055,85016
155,188421,93699
156,175795,87386
157,181885,90431
158,192483,95730
159,173929,86453
160,174203,86592
161,175063,87023
162,181375,90178
163,174205,86591
164,175959,87468
165,178637,88809
166,185783,92384
167,175997,87487
168,183875,91428
169,188217,93597
170,181343,90160
171,180687,89832
172,186283,92632
173,184253,91615
174,202203,100592
175,184049,91513
176,162975,80976
177,185837,92407
178,172639,85808
179,193261,96119
180,192907,95942
181,188577,93777
182,202563,100772
183,178219,88598
184,204683,101830
185,178869,88927
186,180987,89984
187,205525,102253
188,216663,107820
189,196343,97660
190,192275,95626
191,184957,91967
192,198253,98617
193,200791,99887
194,220463,109722
195,208029,103503
196,193147,96062
197,211169,105073
198,203493,101235
199,224509,111743
200,215685,107331
201,205873,102425
202,210877,104931
203,207207,103095
204,208147,103562
205,212053,105515
206,222539,110760
207,223309,111143
208,224043,111510
209,196669,97823
210,206919,102950
211,207505,103241
212,224033,111505
213,226197,112587
214,219059,109018
215,207857,103419
216,244007,121492
217,238739,118862
218,212551,105766
219,229793,114385
220,214683,106830
221,237385,118183
222,228727,113852
223,224911,111944
224,224747,111862
225,220587,109785
226,218751,108864
227,234681,116829
228,204861,101924
229,224601,111789
230,225925,112454
231,237863,118420
232,223591,111284
233,234133,116555
234,250255,124618
235,225601,112289
236,243895,121436
237,222561,110771
238,239851,119414
239,232409,115693
240,218527,108754
241,227321,113149
242,230859,114918
243,241289,120135
244,230211,114594
245,239729,119355
246,243215,121096
247,251359,125171
248,250227,124606
249,222533,110755
250,246299,122638
251,247113,123047
252,235531,117257
253,233939,116458
254,240199,119588
255,261787,130382
256,247867,123422
257,262909,130943
258,242175,120576
259,229293,114137
260,250419,124700
261,267625,133301
262,263411,131198
263,238433,118707
264,243047,121012
265,230545,114761
266,253215,126098
267,267625,133301
268,253559,126268
269,272829,135903
270,263685,131335
271,262775,130878
272,254491,126738
273,267021,132999
274,259633,129309
275,258919,128951
276,282351,140664
277,265761,132369
278,262155,130566
279,255689,127333
280,278005,138491
281,260939,129963
282,262665,130826
283,276081,137529
284,282657,140817
285,244845,121911
286,250995,124986
287,279571,139276
288,262831,130908
289,273005,135993
290,270431,134706
291,267505,133241
292,279707,139344
293,264449,131713
294,309071,154026
295,262645,130811
296,260757,129867
297,263395,131186
298,268067,133522
299,259829,129403
300,293913,146447
301,292763,145870
302,290161,144571
303,305349,152163
304,264291,131634
305,274779,136878
306,272957,135967
307,287649,143313
308,283275,141128
309,295461,147221
310,242995,120986
311,293579,146278
312,302683,150830
313,279347,139162
314,282211,140596
315,274505,136741
316,289223,144100
317,273681,136333
318,275201,137092
319,282609,140797
320,296011,147496
321,268047,133514
322,294043,146512
323,292597,145789
324,275731,137356
325,303025,151001
326,272865,135921
327,297101,148039
328,284675,141828
329,299857,149417
330,267177,133077
331,294503,146743
332,282915,140948
333,291667,145324
334,307083,153030
335,294763,146872
336,285863,142422
337,281063,140020
338,278659,138820
339,293261,146121
340,321921,160451
341,309279,154130
342,299929,149456
343,292305,145641
344,282575,140778
345,303309,151145
346,314547,156764
347,303873,151427
348,295009,146997
349,307457,153219
350,290381,144679
351,306359,152668
352,307063,153020
353,310443,154710
354,288147,143564
355,279239,139108
356,300907,149945
357,303087,151032
358,304917,151950
359,312223,155603
360,302759,150868
361,291839,145408
362,316795,157886
363,306765,152871
364,306999,152988
365,299681,149331
366,320631,159804
367,295865,147421
368,293449,146216
369,305179,152080
370,319687,159332
371,343337,171159
372,335831,167408
373,304109,151546
374,300763,149872
375,302625,150803
376,304159,151568
377,323377,161179
378,304351,151664
379,328649,163815
380,306789,152883
