1,523776,298,
2,523776,98,
3,523776,1870,
4,523776,2654,
5,523776,5266,
6,523776,5590,
7,523776,4842,
8,523776,4656,
9,523776,5926,
10,523776,4482,
11,523776,7360,
12,523776,7074,
13,523776,10218,
14,523776,8344,
15,523776,6608,
16,523776,10094,
17,523776,13626,
18,523776,12222,
19,523776,11092,
20,523776,16820,
21,523776,15760,
22,523776,12086,
23,523776,12714,
24,523776,14400,
25,523776,16498,
26,523776,12914,
27,523776,13170,
28,523776,21216,
29,523776,17324,
30,523776,21806,
31,523776,20726,
32,523776,20256,
33,523776,19124,
34,523776,24548,
35,523776,23202,
36,523776,23471,
37,523776,25278,
38,523776,26074,
39,523776,23710,
40,523776,28582,
41,523776,26940,
42,523776,30132,
43,523776,29378,
44,523776,36200,
45,523776,27338,
46,523776,31966,
47,523776,29034,
48,523776,34550,
49,523776,28348,
50,523776,35308,
51,523776,28598,
52,523776,29398,
53,523776,30662,
54,523776,36874,
55,523776,32926,
56,523776,35916,
57,523776,33288,
58,523776,35940,
59,523776,33574,
60,523776,40614,
61,523776,38858,
62,523776,35430,
63,523776,39092,
64,523776,39314,
65,523776,43088,
66,523776,40193,
67,523776,40224,
68,523776,35300,
69,523776,46808,
70,523776,46482,
71,523776,43254,
72,523776,43095,
73,523776,43973,
74,523776,38574,
75,523776,46530,
76,523776,51976,
77,523776,47076,
78,523776,46292,
79,523776,49046,
80,523776,49934,
81,523776,45692,
82,523776,45068,
83,523776,58482,
84,523776,45310,
85,523776,51936,
86,523776,48366,
87,523776,55692,
88,523776,59918,
89,523776,51060,
90,523776,55812,
91,523776,63624,
92,523776,55260,
93,523776,53861,
94,523776,60088,
95,523776,57738,
96,523776,61534,
97,523776,59600,
98,523776,59024,
99,523776,51194,
100,523776,56106,
101,523776,63776,
102,523776,63394,
103,523776,61080,
104,523776,59672,
105,523776,68512,
106,523776,63291,
107,523776,59527,
108,523776,66476,
109,523776,66476,
110,523776,66026,
111,523776,61294,
112,523776,63488,
113,523776,67116,
114,523776,62130,
115,523776,72124,
116,523776,62950,
117,523776,65196,
118,523776,70760,
119,523776,68252,
120,523776,59254,
121,523776,68232,
122,523776,74708,
123,523776,67870,
124,523776,75084,
125,523776,69474,
126,523776,63636,
127,523776,70946,
128,523776,68336,
129,523776,71334,
130,523776,75866,
131,523776,77400,
132,523776,75330,
133,523776,75876,
134,523776,70218,
135,523776,72594,
136,523776,75690,
137,523776,76110,
138,523776,67262,
139,523776,81758,
140,523776,88540,
141,523776,74784,
142,523776,81936,
143,523776,74580,
144,523776,81416,
145,523776,68790,
146,523776,79370,
147,523776,81010,
148,523776,86728,
149,523776,88700,
150,523776,79426,
151,523776,85034,
152,523776,83716,
153,523776,90728,
154,523776,83279,
155,523776,88106,
156,523776,87026,
157,523776,84310,
158,523776,81024,
159,523776,89207,
160,523776,86583,
161,523776,83683,
162,523776,87150,
163,523776,93229,
164,523776,89698,
165,523776,91768,
166,523776,95122,
167,523776,94012,
168,523776,84132,
169,523776,89028,
170,523776,98628,
171,523776,96371,
172,523776,89862,
173,523776,86733,
174,523776,94068,
175,523776,101558,
176,523776,92670,
177,523776,102142,
178,523776,91062,
179,523776,93860,
180,523776,88200,
181,523776,87612,
